Date,JYSOC_Open,JYSOC_High,JYSOC_Low,JYSOC_Close,JYSOC_SMAVG (50)  on Close,JYSOC_SMAVG (100)  on Close,JYSOC_SMAVG (200)  on Close,JYSO2_Open,JYSO2_High,JYSO2_Low,JYSO2_Close,JYSO2_SMAVG (50)  on Close,JYSO2_SMAVG (100)  on Close,JYSO2_SMAVG (200)  on Close,JYSO5_Open,JYSO5_High,JYSO5_Low,JYSO5_Close,JYSO5_SMAVG (50)  on Close,JYSO5_SMAVG (100)  on Close,JYSO5_SMAVG (200)  on Close,JYSO10_Open,JYSO10_High,JYSO10_Low,JYSO10_Close,JYSO10_SMAVG (50)  on Close,JYSO10_SMAVG (100)  on Close,JYSO10_SMAVG (200)  on Close,JYSO30_Open,JYSO30_High,JYSO30_Low,JYSO30_Close,JYSO30_SMAVG (50)  on Close,JYSO30_SMAVG (100)  on Close,JYSO30_SMAVG (200)  on Close
2014-09-25,0.062,0.063747,0.060444,0.0619,0.062704,0.063495,0.066102,0.062,0.062932,0.059189,0.0619,0.057392,0.059834,0.064525,0.125,0.1275,0.12125,0.12125,0.11415,0.122512,0.145619,0.41375,0.422581,0.406205,0.40875,0.408013,0.434556,0.496909,1.41875,1.41875,1.403749,1.403749,1.4019,1.423812,1.464606
2014-09-26,0.062,0.062051,0.061856,0.06199,0.062669,0.063485,0.066061,0.062,0.065754,0.058322,0.062,0.057432,0.059819,0.064447,0.1225,0.125008,0.12125,0.12125,0.114625,0.122075,0.145413,0.40875,0.415048,0.39625,0.40625,0.407663,0.433556,0.495941,1.4,1.400013,1.396247,1.39625,1.40125,1.422875,1.464218
2014-09-29,0.061,0.063065,0.058625,0.063,0.062666,0.063478,0.066027,0.0625,0.062807,0.06,0.061,0.057472,0.059779,0.064371,0.11875,0.123906,0.11875,0.12125,0.11495,0.121688,0.145206,0.40875,0.414542,0.401375,0.4075,0.407463,0.432506,0.494984,1.39375,1.39625,1.38875,1.39375,1.400675,1.422025,1.463762
2014-09-30,0.063,0.063039,0.061951,0.0623,0.062637,0.063463,0.065986,0.0613,0.062509,0.0613,0.0625,0.057542,0.059759,0.064302,0.12,0.12625,0.119839,0.125,0.11545,0.121413,0.144987,0.40875,0.42005,0.4025,0.42,0.407562,0.431556,0.494109,1.39375,1.4075,1.392499,1.4075,1.400775,1.421525,1.463294
2014-10-01,0.063,0.063029,0.061979,0.0623,0.062608,0.063436,0.065941,0.0625,0.06253,0.06125,0.062,0.057606,0.059729,0.06422,0.1225,0.122518,0.118125,0.11875,0.115675,0.121037,0.144737,0.42,0.425039,0.418658,0.42125,0.407813,0.430731,0.493147,1.4075,1.407506,1.407498,1.4075,1.400875,1.420975,1.462937
2014-10-02,0.062,0.063,0.06188,0.0625,0.062608,0.063411,0.065897,0.062,0.062527,0.058,0.059,0.05766,0.059681,0.064115,0.115,0.12,0.1125,0.113125,0.115837,0.120594,0.144422,0.42125,0.4225,0.411248,0.4125,0.408013,0.429919,0.492022,1.407499,1.407517,1.407495,1.4075,1.4008,1.420387,1.462625
2014-10-03,0.0625,0.063,0.0619,0.063,0.062618,0.063406,0.065856,0.059,0.059,0.057467,0.0575,0.05771,0.059631,0.064005,0.10875,0.10876,0.10375,0.105,0.115863,0.120031,0.143978,0.4125,0.41875,0.40625,0.41375,0.408013,0.429294,0.490887,1.407499,1.407499,1.4,1.405,1.40085,1.419662,1.4622
2014-10-06,0.03125,0.063,0.03125,0.0627,0.062622,0.063398,0.065814,0.0575,0.058051,0.055846,0.058,0.05777,0.059586,0.063888,0.1075,0.1125,0.10475,0.105,0.116012,0.119444,0.143584,0.415,0.420792,0.407625,0.40875,0.408013,0.428556,0.489587,1.405,1.41,1.404998,1.40875,1.4013,1.41895,1.461831
2014-10-07,0.0627,0.0631,0.0619,0.063,0.062632,0.063393,0.065774,0.058,0.058027,0.0575,0.058,0.05783,0.059541,0.063773,0.10375,0.10625,0.099961,0.1,0.115912,0.118869,0.143184,0.40875,0.408797,0.39125,0.3925,0.40775,0.427669,0.488206,1.401249,1.402501,1.392499,1.392499,1.401075,1.41815,1.461362
2014-10-08,8.6e-05,0.0631,8.6e-05,0.061,0.062602,0.063368,0.065724,0.058,0.058,0.054991,0.055,0.05783,0.059466,0.063644,0.1,0.100127,0.09625,0.1,0.115863,0.118281,0.142766,0.3925,0.392529,0.3825,0.385,0.407375,0.426631,0.486787,1.3825,1.383787,1.376249,1.381249,1.4008,1.41735,1.460744
2014-10-09,0.06313,0.063153,0.05999,0.06124,0.062577,0.063342,0.065675,0.055,0.0575,0.052968,0.054,0.057785,0.059381,0.063508,0.095,0.0975,0.093688,0.09375,0.115687,0.117719,0.142284,0.385,0.385033,0.371159,0.375,0.406625,0.425431,0.485319,1.365,1.36625,1.357496,1.36,1.400025,1.416525,1.459987
2014-10-10,0.062,0.063,0.058971,0.05984,0.062524,0.063302,0.065619,0.05375,0.054452,0.053,0.053,0.05772,0.059286,0.063368,0.09875,0.10375,0.098686,0.1025,0.115638,0.117194,0.141778,0.375,0.401262,0.375,0.395,0.406225,0.424544,0.48395,1.3625,1.370004,1.362499,1.37,1.399425,1.415775,1.459094
2014-10-13,0.0631,0.0631,0.06125,0.06125,0.062499,0.063277,0.065569,0.0538,0.0538,0.0538,0.0538,0.057696,0.059199,0.063232,,,,,,,,0.395,0.3963,0.395,0.395,0.405975,0.423656,0.482594,,,,,,,
2014-10-14,0.06125,0.061748,0.059325,0.05963,0.062443,0.063235,0.065511,0.0538,0.0543,0.0525,0.0525,0.057666,0.059099,0.063101,0.105,0.11,0.098706,0.105,0.115612,0.116694,0.141278,0.395,0.395234,0.38,0.38375,0.4056,0.422669,0.481394,1.37875,1.37875,1.36375,1.375,1.39875,1.4151,1.458244
2014-10-15,0.05963,0.059644,0.05896,0.05919,0.062386,0.063189,0.065451,0.0525,0.053,0.05249,0.053,0.057626,0.059004,0.062979,0.09875,0.1025,0.0975,0.099375,0.11545,0.116125,0.140781,0.38375,0.385013,0.37375,0.375,0.40505,0.421769,0.480094,1.361249,1.362501,1.35625,1.35625,1.397625,1.414262,1.457356
2014-10-16,0.05919,0.059207,0.058964,0.05918,0.06232,0.063136,0.06539,0.053,0.053002,0.05125,0.0525,0.057576,0.058891,0.062866,0.0975,0.1025,0.09625,0.1025,0.1154,0.11555,0.140331,0.375,0.3825,0.357441,0.37,0.4042,0.420919,0.478806,1.34375,1.3475,1.3425,1.3475,1.39635,1.4132,1.456506
2014-10-17,0.05918,0.0594,0.057461,0.05774,0.062225,0.063063,0.065329,0.0525,0.053,0.052497,0.0525,0.057526,0.058778,0.062754,0.10375,0.103793,0.096209,0.0975,0.1153,0.115,0.13985,0.37,0.379375,0.359949,0.3725,0.403925,0.42,0.477528,1.34625,1.34625,1.33375,1.34625,1.395175,1.412225,1.455562
2014-10-20,0.063,0.063,0.056952,0.0576,0.062128,0.062994,0.065267,0.0525,0.052513,0.051422,0.0525,0.057476,0.058669,0.062641,0.09875,0.103765,0.09875,0.10375,0.115325,0.114513,0.1394,0.3725,0.39375,0.365125,0.38875,0.4038,0.419169,0.476347,1.35625,1.372499,1.35625,1.372499,1.394475,1.4115,1.454706
2014-10-21,0.0576,0.05875,0.051183,0.05246,0.061928,0.062881,0.065179,0.0525,0.052578,0.046993,0.0475,0.057326,0.058506,0.062522,0.0975,0.10125,0.095,0.0975,0.115175,0.113975,0.138925,0.38875,0.389468,0.3775,0.38375,0.40375,0.418206,0.475416,1.3625,1.362502,1.351249,1.35625,1.393225,1.410675,1.453819
2014-10-22,0.0538,0.0538,0.051233,0.05223,0.061724,0.062758,0.065091,0.0475,0.049417,0.04624,0.047,0.057166,0.058339,0.062395,0.1,0.102524,0.0975,0.10125,0.115175,0.113563,0.138456,0.38125,0.390637,0.38125,0.3875,0.40375,0.417281,0.474447,1.36625,1.373753,1.364999,1.36875,1.3927,1.4101,1.452787
2014-10-23,0.057,0.057,0.051246,0.05214,0.061518,0.062635,0.064996,0.047,0.0475,0.045,0.045,0.056966,0.058153,0.062257,0.1025,0.102576,0.098687,0.1025,0.115175,0.113212,0.137919,0.3875,0.40375,0.385,0.40125,0.40415,0.416469,0.473503,1.37375,1.375,1.369998,1.369999,1.392025,1.409662,1.451687
2014-10-24,0.05214,0.05214,0.051249,0.0519,0.061307,0.062509,0.064906,0.045,0.047103,0.043,0.043,0.056706,0.057948,0.06211,0.0975,0.10125,0.095,0.10125,0.11515,0.112838,0.137362,0.38875,0.3925,0.37125,0.39125,0.404413,0.415756,0.472528,1.35125,1.36,1.347492,1.36,1.3915,1.4089,1.450369
2014-10-27,0.05125,0.052042,0.046375,0.0519,0.061105,0.06239,0.064815,0.0451,0.0456,0.043601,0.0456,0.056518,0.057779,0.061975,0.1025,0.105208,0.1,0.1025,0.115075,0.112438,0.136719,0.39125,0.393708,0.3825,0.3875,0.404763,0.414956,0.471559,1.349999,1.3575,1.349945,1.35375,1.39085,1.407987,1.449094
2014-10-28,0.0519,0.052013,0.05125,0.052,0.060883,0.062272,0.064725,0.0456,0.046122,0.04125,0.0455,0.056308,0.057599,0.061838,0.09625,0.098775,0.095,0.095,0.114875,0.111975,0.136069,0.3875,0.390625,0.374972,0.37625,0.404813,0.414094,0.470409,1.338749,1.344999,1.336249,1.341249,1.390075,1.406925,1.447919
2014-10-29,0.052,0.052,0.051215,0.0519,0.060659,0.062141,0.06463,0.044,0.046115,0.04,0.0425,0.056018,0.057387,0.061688,0.095,0.096255,0.09125,0.095,0.114625,0.111488,0.135487,0.37625,0.38625,0.37375,0.3825,0.404512,0.413281,0.469303,1.34,1.340005,1.335,1.34,1.389275,1.405837,1.446694
2014-10-30,0.0519,0.052504,0.05116,0.05185,0.060421,0.062009,0.064534,0.045,0.0451,0.0425,0.0425,0.055728,0.057187,0.061538,0.095,0.095117,0.09125,0.0925,0.114375,0.110963,0.134906,0.3825,0.39125,0.375,0.37875,0.403937,0.412444,0.468297,1.35125,1.351253,1.349999,1.349999,1.388925,1.404787,1.445569
2014-10-31,0.05185,0.052504,0.05,0.05175,0.060181,0.061877,0.06444,0.04375,0.047504,0.0425,0.045,0.055478,0.057002,0.061403,0.09,0.105,0.089841,0.0975,0.1141,0.110612,0.134381,0.37875,0.3875,0.34,0.36,0.403288,0.411431,0.467416,1.355,1.35625,1.29375,1.295,1.387525,1.403325,1.444181
2014-11-03,0.0519,0.052513,0.051338,0.0519,0.059944,0.061746,0.064345,0.045,0.045226,0.044,0.045,0.055253,0.056827,0.061265,,,,,,,,0.36625,0.3689,0.363792,0.36625,0.402825,0.410494,0.466534,,,,,,,
2014-11-04,0.0519,0.052185,0.0511,0.0513,0.059688,0.061609,0.064245,0.045,0.046021,0.04375,0.04375,0.054978,0.056644,0.061122,0.0975,0.103844,0.089796,0.1025,0.1137,0.110312,0.133906,0.36625,0.36875,0.349904,0.36875,0.4025,0.409631,0.465578,1.29375,1.29375,1.2225,1.225,1.384475,1.401125,1.442737
2014-11-05,0.0513,0.0519,0.05125,0.05189,0.059444,0.061478,0.064148,0.04375,0.047525,0.04375,0.0463,0.054792,0.05647,0.060988,0.1125,0.127514,0.1125,0.1275,0.113575,0.110325,0.133669,0.36875,0.41375,0.366136,0.39875,0.40295,0.408944,0.464778,1.24125,1.28875,1.24125,1.28875,1.3821,1.399662,1.441531
2014-11-06,0.05189,0.0525,0.051805,0.0525,0.059209,0.061352,0.064061,0.0463,0.05,0.046217,0.0475,0.05463,0.056307,0.060863,0.13875,0.138779,0.124912,0.125,0.113625,0.110325,0.133394,0.39875,0.415,0.389931,0.3925,0.4034,0.40815,0.463997,1.315,1.315,1.29375,1.295,1.38035,1.398162,1.440281
2014-11-07,0.05375,0.05375,0.0519,0.053,0.059002,0.061232,0.063976,0.04875,0.05002,0.047468,0.05,0.054455,0.056182,0.06075,0.1275,0.128785,0.125,0.12625,0.113775,0.110375,0.133125,0.3925,0.407572,0.385,0.395625,0.403762,0.407431,0.463275,1.3125,1.313752,1.289997,1.29125,1.378525,1.3967,1.439025
2014-11-10,0.055,0.055817,0.052003,0.05438,0.05882,0.061126,0.063898,0.04875,0.048908,0.045125,0.04875,0.054255,0.056045,0.060632,0.1175,0.123791,0.1175,0.1225,0.1139,0.1104,0.132838,0.39375,0.396208,0.363069,0.36875,0.403663,0.406456,0.462462,1.258749,1.28,1.258749,1.278749,1.3767,1.395187,1.43775
2014-11-11,0.05438,0.060045,0.051994,0.05625,0.058675,0.061039,0.063832,0.04875,0.056025,0.048508,0.0538,0.054156,0.055963,0.060541,0.13,0.147528,0.128673,0.1475,0.114575,0.1107,0.132687,0.36875,0.438139,0.36875,0.425,0.404238,0.406156,0.461975,1.285,1.311254,1.285,1.31125,1.3755,1.394125,1.436519
2014-11-12,0.05625,0.0581,0.056205,0.0581,0.058565,0.06097,0.063776,0.0538,0.061006,0.0538,0.0563,0.054107,0.055911,0.060472,0.16125,0.18,0.16,0.17875,0.11595,0.11125,0.132631,0.425,0.475113,0.425,0.45625,0.405488,0.406244,0.461694,1.344999,1.383749,1.34375,1.383749,1.37595,1.393562,1.435694
2014-11-13,0.0581,0.058405,0.055569,0.057,0.058434,0.06089,0.063711,0.06,0.061006,0.0569,0.0569,0.05407,0.05586,0.060397,0.17,0.171268,0.16,0.16,0.116925,0.1116,0.132506,0.45625,0.468125,0.427859,0.43625,0.406337,0.406281,0.46125,1.367499,1.367499,1.338748,1.338749,1.3753,1.39225,1.434825
2014-11-14,0.0575,0.0575,0.05695,0.057,0.058302,0.06081,0.063646,0.0575,0.057509,0.055,0.055,0.053995,0.055785,0.060322,0.1425,0.1475,0.1425,0.1475,0.117675,0.11185,0.132394,0.43625,0.43625,0.39625,0.40875,0.406413,0.406081,0.460588,1.27,1.302504,1.269998,1.3025,1.374075,1.390687,1.433962
2014-11-17,0.057,0.058625,0.05595,0.05813,0.058207,0.060741,0.063589,0.0575,0.06125,0.052219,0.0563,0.053946,0.055723,0.060253,0.1425,0.1475,0.14,0.1475,0.118275,0.112137,0.132331,0.41,0.419432,0.39,0.4175,0.406788,0.405844,0.460031,1.267499,1.283751,1.267499,1.28375,1.372225,1.388912,1.433037
2014-11-18,0.05813,0.058225,0.057072,0.0575,0.058078,0.060666,0.063526,0.0563,0.060003,0.055,0.0575,0.053946,0.055673,0.060191,0.15875,0.16125,0.152369,0.1525,0.118975,0.112537,0.132306,0.4175,0.450046,0.414294,0.4325,0.407263,0.405794,0.45955,1.33125,1.338749,1.321249,1.3225,1.371125,1.387612,1.432194
2014-11-19,0.05813,0.05813,0.057103,0.05716,0.058016,0.060588,0.063465,0.0575,0.058782,0.054974,0.0556,0.053933,0.055616,0.060101,0.14625,0.147543,0.132456,0.13375,0.1193,0.11285,0.13215,0.4325,0.432581,0.396179,0.40375,0.406563,0.405456,0.458806,1.30375,1.305,1.275,1.275,1.369075,1.386025,1.431106
2014-11-20,0.059,0.059,0.0571,0.0588,0.057972,0.060532,0.063412,0.0556,0.058,0.054,0.055,0.053907,0.055553,0.06002,0.13,0.13,0.12625,0.12875,0.119475,0.113113,0.131962,0.401875,0.46625,0.39375,0.399375,0.405625,0.404981,0.458072,1.27125,1.27125,1.2575,1.2575,1.36645,1.384425,1.430019
2014-11-21,0.0588,0.058811,0.05625,0.0581,0.057908,0.060475,0.063359,0.055,0.056254,0.053705,0.05375,0.053832,0.055477,0.059949,0.1275,0.13,0.127459,0.1275,0.119675,0.1134,0.1318,0.399375,0.403228,0.387415,0.3975,0.40425,0.404444,0.457341,1.2625,1.2775,1.262498,1.2775,1.3643,1.383062,1.429012
2014-11-24,0.0581,0.059362,0.057118,0.0581,0.05785,0.060419,0.063305,0.05375,0.054,0.053747,0.05375,0.053757,0.055405,0.059868,,,,,,,,0.40125,0.404125,0.388875,0.39875,0.402925,0.403975,0.456584,,,,,,,
2014-11-25,0.0581,0.059,0.05722,0.05722,0.057755,0.060354,0.063248,0.05375,0.056319,0.053749,0.055,0.053657,0.055355,0.059792,0.125,0.126111,0.119916,0.12,0.11965,0.113575,0.131612,0.39875,0.400314,0.385,0.38875,0.401475,0.403538,0.455766,1.275,1.275009,1.26625,1.2675,1.36155,1.381437,1.428019
2014-11-26,0.05722,0.058128,0.05625,0.0572,0.057659,0.060288,0.06319,0.055,0.05625,0.05375,0.05375,0.053532,0.055292,0.059726,0.1175,0.120086,0.116157,0.11625,0.1195,0.113712,0.13145,0.39,0.391358,0.372434,0.37625,0.400125,0.403075,0.454847,1.25,1.251249,1.24375,1.251249,1.35815,1.379625,1.427075
2014-11-27,0.0572,0.058122,0.0569,0.05715,0.057558,0.060222,0.063126,0.05375,0.055,0.053743,0.055,0.053392,0.055252,0.059669,0.11,0.11125,0.107451,0.10875,0.118925,0.113775,0.131262,0.378125,0.378139,0.361155,0.36875,0.39835,0.40255,0.453997,1.23875,1.244999,1.2375,1.24125,1.353825,1.377637,1.4261
2014-11-28,0.05715,0.057193,0.056869,0.05697,0.057458,0.060154,0.063061,0.055,0.056,0.053748,0.054,0.053222,0.055218,0.059607,0.11375,0.115134,0.11,0.11125,0.118225,0.113812,0.131081,0.365625,0.375,0.36125,0.3625,0.396625,0.402063,0.453053,1.2525,1.253751,1.244999,1.245625,1.349412,1.375644,1.42504
2014-12-01,0.0575,0.058408,0.053875,0.05696,0.057347,0.060086,0.063001,0.05375,0.055604,0.050125,0.05375,0.053072,0.055167,0.059545,0.1075,0.110833,0.106245,0.10625,0.117425,0.113788,0.130869,0.365625,0.37625,0.35875,0.3725,0.395575,0.4016,0.452172,1.24125,1.241258,1.235,1.236249,1.344737,1.373506,1.423797
2014-12-02,0.05696,0.057763,0.056903,0.05696,0.057261,0.060018,0.062939,0.05375,0.055,0.052994,0.053,0.05292,0.055097,0.059479,0.11375,0.113945,0.105,0.105,0.116825,0.113775,0.130619,0.3725,0.389375,0.358742,0.365,0.393875,0.401019,0.451297,1.256249,1.256253,1.23125,1.2325,1.340487,1.371306,1.422572
2014-12-03,0.05696,0.0575,0.05625,0.05625,0.057146,0.059944,0.062874,0.053,0.0538,0.048799,0.049,0.05266,0.054997,0.059389,0.105,0.105058,0.09375,0.09375,0.1159,0.113712,0.130338,0.3675,0.367602,0.343653,0.345625,0.392513,0.400263,0.450306,1.235,1.236252,1.2225,1.2225,1.335737,1.369156,1.421234
2014-12-04,0.05625,0.0575,0.056,0.0563,0.057034,0.059869,0.062808,0.0488,0.051025,0.0488,0.05,0.052422,0.054907,0.059301,0.10125,0.101276,0.097434,0.1,0.11515,0.113762,0.130019,0.345625,0.371878,0.3425,0.36625,0.391663,0.399837,0.449431,1.24625,1.247502,1.242499,1.24375,1.331562,1.367231,1.420028
2014-12-05,0.0563,0.056306,0.056,0.056,0.056914,0.059792,0.062745,0.05,0.0525,0.049972,0.05,0.052182,0.054807,0.059214,0.1,0.105024,0.099938,0.10375,0.1147,0.11385,0.12975,0.36625,0.376359,0.357398,0.37125,0.390963,0.399312,0.448569,1.24,1.2475,1.23875,1.2475,1.327987,1.365331,1.418897
2014-12-08,0.0575,0.059167,0.055692,0.05652,0.056785,0.059725,0.062683,0.05125,0.05375,0.047562,0.0525,0.052012,0.054742,0.059139,0.10875,0.11125,0.10625,0.11,0.11445,0.114037,0.129513,0.37125,0.3875,0.363875,0.38375,0.390487,0.398975,0.447819,1.24875,1.25375,1.2475,1.251249,1.324737,1.363569,1.417734
2014-12-09,0.05652,0.05652,0.056116,0.0563,0.056665,0.059651,0.062618,0.0525,0.054,0.051281,0.0525,0.051812,0.054677,0.059066,0.10375,0.10625,0.10125,0.10375,0.1141,0.114125,0.129225,0.38375,0.38375,0.354375,0.35625,0.389212,0.398387,0.446919,1.23875,1.238752,1.235,1.236249,1.321387,1.361644,1.416403
2014-12-10,0.0563,0.05732,0.055964,0.05732,0.056565,0.059587,0.062558,0.0525,0.053767,0.051993,0.0525,0.051622,0.054614,0.058998,0.0975,0.097526,0.092338,0.0925,0.113525,0.114075,0.128888,0.35625,0.35875,0.318125,0.33375,0.387462,0.397637,0.445825,1.20125,1.201253,1.196249,1.20125,1.317487,1.359369,1.414847
2014-12-11,0.05732,0.058,0.056,0.058,0.056475,0.059542,0.062501,0.0525,0.05375,0.051995,0.0525,0.051492,0.054576,0.058929,0.09,0.092528,0.09,0.0925,0.11295,0.11395,0.128569,0.333125,0.335,0.310625,0.33125,0.385837,0.396925,0.444687,1.18125,1.202505,1.18125,1.2025,1.313662,1.357169,1.413397
2014-12-12,0.05735,0.058,0.055956,0.05741,0.056363,0.059491,0.062441,0.0525,0.053415,0.051,0.053,0.051402,0.054556,0.058862,0.0925,0.092588,0.092329,0.0925,0.1123,0.113875,0.128294,0.3325,0.332647,0.322473,0.3275,0.384113,0.396062,0.443494,1.21,1.210003,1.204999,1.2075,1.309662,1.355219,1.411884
2014-12-15,0.05875,0.059033,0.055125,0.05729,0.056255,0.059439,0.06238,0.0525,0.054354,0.048875,0.0525,0.051292,0.054531,0.058794,0.0925,0.093494,0.09125,0.0925,0.111775,0.113725,0.127994,0.32625,0.330375,0.314857,0.32,0.382338,0.395175,0.44225,1.19875,1.198751,1.188749,1.195,1.305412,1.353144,1.410359
2014-12-16,0.05729,0.057423,0.05625,0.05724,0.05614,0.059386,0.062319,0.0525,0.05375,0.051929,0.0525,0.051182,0.054506,0.058725,0.0875,0.092596,0.085,0.085,0.111212,0.113525,0.127681,0.31875,0.32125,0.3075,0.308125,0.38065,0.3942,0.440959,1.179999,1.188749,1.17875,1.18375,1.300937,1.350869,1.408822
2014-12-17,0.05724,0.0575,0.056,0.05717,0.056063,0.059333,0.062261,0.0525,0.052521,0.05246,0.0525,0.051132,0.054481,0.058656,0.08875,0.09,0.08625,0.08625,0.110837,0.11335,0.127387,0.3075,0.320048,0.298125,0.315,0.37925,0.393313,0.439753,1.184999,1.187502,1.179999,1.18125,1.296462,1.348656,1.407265
2014-12-18,0.05717,0.05775,0.056,0.05775,0.055994,0.059285,0.062206,0.0525,0.053123,0.051931,0.053,0.051112,0.054449,0.058589,0.08625,0.090029,0.086178,0.0875,0.110487,0.11325,0.1271,0.314375,0.325,0.302948,0.31875,0.378125,0.392375,0.438472,1.16875,1.173762,1.16375,1.164999,1.291587,1.346444,1.405603
2014-12-19,0.05775,0.05775,0.056,0.0575,0.055947,0.059235,0.062146,0.0525,0.053126,0.052,0.0531,0.051114,0.054417,0.058524,0.10125,0.102538,0.098125,0.1025,0.110537,0.113225,0.126869,0.31625,0.336265,0.31625,0.33625,0.37695,0.391587,0.437409,1.1675,1.16875,1.16,1.16875,1.287112,1.344094,1.403978
2014-12-22,0.06063,0.061463,0.055688,0.0575,0.055872,0.059185,0.06209,0.0531,0.0533,0.051208,0.053,0.051098,0.054397,0.058457,0.105,0.106429,0.1,0.1,0.110537,0.1132,0.126619,0.33625,0.342042,0.322433,0.326875,0.375587,0.390781,0.436306,1.15625,1.15625,1.142499,1.142499,1.282337,1.341569,1.402303
2014-12-23,0.0575,0.05789,0.051955,0.055,0.055779,0.059111,0.062021,0.053,0.0531,0.053,0.053,0.051108,0.054387,0.058391,0.1,0.1013,0.099889,0.1,0.110662,0.113175,0.126381,0.325,0.3263,0.324899,0.325,0.374413,0.390006,0.435231,1.1375,1.1388,1.1375,1.1375,1.277887,1.338956,1.40059
2014-12-24,0.055,0.057526,0.054966,0.05702,0.055736,0.059061,0.061959,0.0525,0.0531,0.052491,0.0531,0.05111,0.054368,0.058319,0.105,0.1075,0.103708,0.10625,0.110738,0.113187,0.126156,0.326875,0.335009,0.32625,0.33125,0.373538,0.389294,0.434206,1.1375,1.137507,1.131249,1.133749,1.273162,1.336294,1.398797
2014-12-25,0.05702,0.058,0.055987,0.0572,0.055696,0.059008,0.061901,0.05375,0.05375,0.052451,0.053,0.05112,0.054348,0.058252,0.10625,0.1075,0.10125,0.10375,0.110712,0.113163,0.1259,0.33125,0.335641,0.3125,0.315,0.372438,0.388319,0.433181,1.12375,1.12375,1.0875,1.088749,1.267437,1.333094,1.396703
2014-12-26,0.056,0.057,0.028024,0.057,0.055681,0.058953,0.061842,0.05375,0.053772,0.052486,0.05375,0.051145,0.054336,0.058191,0.1075,0.11125,0.10625,0.11125,0.11095,0.1132,0.125681,0.315,0.334375,0.299868,0.33125,0.371612,0.387769,0.432238,1.09625,1.110003,1.09625,1.11,1.262512,1.330068,1.394665
2014-12-29,0.05875,0.059033,0.055125,0.058,0.055689,0.058909,0.061784,0.05375,0.05415,0.050125,0.05375,0.05117,0.054323,0.058128,0.11125,0.112679,0.10875,0.11125,0.111125,0.113262,0.12545,0.333125,0.335363,0.323667,0.3275,0.370387,0.387094,0.431212,1.1075,1.112516,1.10625,1.1075,1.257712,1.327031,1.392628
2014-12-30,0.056,0.058,0.055,0.056,0.05576,0.058844,0.06172,0.05375,0.05388,0.053,0.053,0.05128,0.054303,0.058068,0.11625,0.11625,0.109948,0.11,0.111375,0.113338,0.125213,0.32875,0.342001,0.319349,0.326875,0.36925,0.3865,0.430191,1.105,1.10501,1.091249,1.0925,1.252637,1.323906,1.390522
2014-12-31,0.056,0.05716,0.056,0.057,0.055856,0.05879,0.061662,0.053,0.054,0.052987,0.053,0.0514,0.054283,0.058008,0.11,0.11,0.109953,0.11,0.1115,0.113412,0.124969,0.33,0.33,0.3299,0.33,0.3681,0.385925,0.429013,1.094999,1.094999,1.094999,1.094999,1.247087,1.320781,1.388434
2015-01-01,0.056,0.05751,0.056,0.0575,0.055963,0.05874,0.061605,,,,,,,,,,,,,,,0.326875,0.326875,0.326777,0.326875,0.366612,0.385381,0.427812,,,,,,,
2015-01-02,0.0575,0.057509,0.056,0.056,0.056045,0.058676,0.061542,,,,,,,,,,,,,,,0.326875,0.326875,0.326772,0.326875,0.365325,0.384869,0.426628,,,,,,,
2015-01-05,0.0575,0.0575,0.055458,0.05648,0.056136,0.058621,0.06148,0.05375,0.054542,0.051375,0.0531,0.051562,0.054264,0.057955,0.11,0.113333,0.104916,0.105,0.11165,0.113412,0.124694,0.326875,0.329113,0.308746,0.3125,0.363825,0.384294,0.425259,1.094999,1.094999,1.07875,1.079999,1.241562,1.317394,1.386222
2015-01-06,0.05648,0.057,0.056,0.056,0.056216,0.05855,0.061416,0.0531,0.0538,0.052,0.053,0.051762,0.054234,0.057901,0.10125,0.10125,0.097387,0.1,0.111625,0.1134,0.12435,0.3125,0.3125,0.279375,0.281875,0.361937,0.383375,0.423944,1.02375,1.023757,0.995,0.9975,1.234137,1.313419,1.383728
2015-01-07,0.056,0.05614,0.054961,0.056,0.056298,0.058479,0.061353,0.053,0.053765,0.052491,0.053,0.05191,0.054214,0.057841,0.0975,0.111334,0.09745,0.11125,0.1118,0.113487,0.1241,0.281875,0.293766,0.247458,0.290625,0.3601,0.382306,0.422603,0.94875,0.9825,0.94875,0.975,1.226237,1.309131,1.381134
2015-01-08,0.056,0.05615,0.054989,0.05615,0.056384,0.058403,0.061296,0.053,0.05375,0.052949,0.053,0.05206,0.054184,0.057787,0.11,0.110084,0.1075,0.10875,0.11195,0.11355,0.123838,0.290625,0.29625,0.271145,0.275,0.358025,0.380981,0.421103,0.96875,0.968753,0.9375,0.9375,1.217787,1.304644,1.378347
2015-01-09,0.056,0.05698,0.056,0.05698,0.056489,0.058335,0.061243,0.053,0.0538,0.0525,0.0525,0.05226,0.054139,0.057731,0.1125,0.112536,0.1075,0.11,0.1121,0.113587,0.123613,0.274375,0.2975,0.271219,0.2775,0.356375,0.379831,0.419606,0.95875,0.982502,0.95625,0.9825,1.210362,1.300606,1.375778
2015-01-12,0.0575,0.058,0.056,0.056,0.056571,0.058257,0.061186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
