Date,SHIF1Y_Open,SHIF1Y_High,SHIF1Y_Low,SHIF1Y_Close,SHIF1Y_SMAVG (50)  on Close,SHIF1Y_SMAVG (100)  on Close,SHIF1Y_SMAVG (200)  on Close,SHIF3M_Open,SHIF3M_High,SHIF3M_Low,SHIF3M_Close,SHIF3M_SMAVG (50)  on Close,SHIF3M_SMAVG (100)  on Close,SHIF3M_SMAVG (200)  on Close
2022-06-21,2.372,2.372,2.372,2.372,2.4264,2.5145,2.624,2.0,2.0,2.0,2.0,2.1353,2.2632,2.3567
2022-06-22,2.369,2.369,2.369,2.369,2.4222,2.5115,2.6223,2.0,2.0,2.0,2.0,2.1281,2.2586,2.3549
2022-06-23,2.367,2.367,2.367,2.367,2.418,2.5084,2.6207,2.0,2.0,2.0,2.0,2.1211,2.254,2.3531
2022-06-24,2.364,2.364,2.364,2.364,2.4138,2.5054,2.619,2.0,2.0,2.0,2.0,2.1142,2.2494,2.3513
2022-06-27,2.36,2.36,2.36,2.36,2.4095,2.5024,2.6173,2.0,2.0,2.0,2.0,2.1073,2.2449,2.3495
2022-06-28,2.363,2.363,2.363,2.363,2.4054,2.4995,2.6156,2.0,2.0,2.0,2.0,2.1006,2.2403,2.3477
2022-06-29,2.362,2.362,2.362,2.362,2.4014,2.4965,2.6139,2.0,2.0,2.0,2.0,2.094,2.2357,2.346
2022-06-30,2.363,2.363,2.363,2.363,2.3975,2.4936,2.6123,2.0,2.0,2.0,2.0,2.0874,2.2312,2.3442
2022-07-01,2.363,2.363,2.363,2.363,2.3937,2.4907,2.6106,2.0,2.0,2.0,2.0,2.081,2.2267,2.3424
2022-07-04,2.36,2.36,2.36,2.36,2.3899,2.4877,2.6089,2.0,2.0,2.0,2.0,2.0747,2.2222,2.3406
2022-07-05,2.359,2.359,2.359,2.359,2.3863,2.4849,2.6072,2.0,2.0,2.0,2.0,2.0686,2.2178,2.3388
2022-07-06,2.355,2.355,2.355,2.355,2.3828,2.4822,2.6055,1.998,1.998,1.998,1.998,2.0631,2.2135,2.337
2022-07-07,2.354,2.354,2.354,2.354,2.3796,2.4795,2.6038,1.995,1.995,1.995,1.995,2.0577,2.2092,2.3352
2022-07-08,2.349,2.349,2.349,2.349,2.3764,2.4769,2.602,1.9925,1.9925,1.9925,1.9925,2.0526,2.205,2.3333
2022-07-11,2.346,2.346,2.346,2.346,2.3734,2.4743,2.6002,1.9895,1.9895,1.9895,1.9895,2.0475,2.2008,2.3314
2022-07-12,2.344,2.344,2.344,2.344,2.3706,2.4718,2.5984,1.9855,1.9855,1.9855,1.9855,2.0426,2.1966,2.3294
2022-07-13,2.337,2.337,2.337,2.337,2.3678,2.4693,2.5966,1.9835,1.9835,1.9835,1.9835,2.0379,2.1924,2.3274
2022-07-14,2.333,2.333,2.333,2.333,2.365,2.4668,2.5948,1.979,1.979,1.979,1.979,2.0333,2.1883,2.3254
2022-07-15,2.326,2.326,2.326,2.326,2.3622,2.4644,2.5929,1.977,1.977,1.977,1.977,2.0288,2.1842,2.3233
2022-07-18,2.322,2.322,2.322,2.322,2.3594,2.4619,2.591,1.974,1.974,1.974,1.974,2.0244,2.1801,2.3211
2022-07-19,2.31,2.31,2.31,2.31,2.3566,2.4593,2.589,1.948,1.948,1.948,1.948,2.0196,2.1758,2.3188
2022-07-20,2.298,2.298,2.298,2.298,2.3537,2.4566,2.587,1.924,1.924,1.924,1.924,2.0145,2.1713,2.3164
2022-07-21,2.284,2.284,2.284,2.284,2.3508,2.4538,2.5848,1.909,1.909,1.909,1.909,2.0092,2.1667,2.3138
2022-07-22,2.266,2.266,2.266,2.266,2.3477,2.4508,2.5825,1.893,1.893,1.893,1.893,2.0038,2.162,2.3111
2022-07-25,2.256,2.256,2.256,2.256,2.3446,2.4477,2.5802,1.881,1.881,1.881,1.881,1.9983,2.1571,2.3083
2022-07-26,2.246,2.246,2.246,2.246,2.3417,2.4445,2.5778,1.872,1.872,1.872,1.872,1.9928,2.1522,2.3056
2022-07-27,2.236,2.236,2.236,2.236,2.3389,2.4412,2.5754,1.863,1.863,1.863,1.863,1.9879,2.1472,2.3028
2022-07-28,2.226,2.226,2.226,2.226,2.3362,2.4378,2.573,1.854,1.854,1.854,1.854,1.9834,2.1421,2.2999
2022-07-29,2.218,2.218,2.218,2.218,2.3337,2.4343,2.5705,1.846,1.846,1.846,1.846,1.979,2.137,2.297
2022-08-01,2.193,2.193,2.193,2.193,2.3308,2.4305,2.5678,1.825,1.825,1.825,1.825,1.9745,2.1317,2.294
2022-08-02,2.151,2.151,2.151,2.151,2.3272,2.4263,2.5649,1.799,1.799,1.799,1.799,1.9701,2.126,2.2909
2022-08-03,2.119,2.119,2.119,2.119,2.3232,2.4217,2.5619,1.767,1.767,1.767,1.767,1.9651,2.1201,2.2877
2022-08-04,2.079,2.079,2.079,2.079,2.3182,2.4167,2.5586,1.729,1.729,1.729,1.729,1.9595,2.1137,2.2842
2022-08-05,2.043,2.043,2.043,2.043,2.3126,2.4113,2.5551,1.699,1.699,1.699,1.699,1.9537,2.1071,2.2805
2022-08-08,2.013,2.013,2.013,2.013,2.3064,2.4056,2.5514,1.667,1.667,1.667,1.667,1.9472,2.1001,2.2767
2022-08-09,1.997,1.997,1.997,1.997,2.2999,2.3996,2.5476,1.647,1.647,1.647,1.647,1.9402,2.0929,2.2727
2022-08-10,1.988,1.988,1.988,1.988,2.2933,2.3936,2.5437,1.637,1.637,1.637,1.637,1.9329,2.0856,2.2687
2022-08-11,1.99,1.99,1.99,1.99,2.2868,2.3875,2.5398,1.629,1.629,1.629,1.629,1.9256,2.0782,2.2647
2022-08-12,1.995,1.995,1.995,1.995,2.2802,2.3815,2.5359,1.622,1.622,1.622,1.622,1.918,2.0707,2.2606
2022-08-15,1.978,1.978,1.978,1.978,2.2732,2.3753,2.5319,1.607,1.607,1.607,1.607,1.9101,2.0631,2.2563
2022-08-16,1.965,1.965,1.965,1.965,2.2655,2.3689,2.5278,1.599,1.599,1.599,1.599,1.9021,2.0554,2.2521
2022-08-17,1.964,1.964,1.964,1.964,2.2576,2.3625,2.5238,1.598,1.598,1.598,1.598,1.894,2.0477,2.2478
2022-08-18,1.961,1.961,1.961,1.961,2.2495,2.3561,2.5196,1.598,1.598,1.598,1.598,1.8859,2.04,2.2436
2022-08-19,1.961,1.961,1.961,1.961,2.2414,2.3496,2.5155,1.597,1.597,1.597,1.597,1.8778,2.0323,2.2393
2022-08-22,1.96,1.96,1.96,1.96,2.2331,2.3432,2.5114,1.5956,1.5956,1.5956,1.5956,1.8697,2.0245,2.235
2022-08-23,1.959,1.959,1.959,1.959,2.2248,2.3367,2.5073,1.594,1.594,1.594,1.594,1.8615,2.0167,2.2307
2022-08-24,1.96,1.96,1.96,1.96,2.2163,2.3302,2.5032,1.593,1.593,1.593,1.593,1.8533,2.0089,2.2264
2022-08-25,1.963,1.963,1.963,1.963,2.208,2.3238,2.4992,1.593,1.593,1.593,1.593,1.8452,2.0012,2.2221
2022-08-26,1.969,1.969,1.969,1.969,2.1998,2.3175,2.4952,1.594,1.594,1.594,1.594,1.8371,1.9934,2.2178
2022-08-29,1.973,1.973,1.973,1.973,2.1918,2.3112,2.4912,1.596,1.596,1.596,1.596,1.829,1.9858,2.2136
2022-08-30,1.973,1.973,1.973,1.973,2.1838,2.3051,2.4872,1.599,1.599,1.599,1.599,1.821,1.9781,2.2093
2022-08-31,1.974,1.974,1.974,1.974,2.1759,2.299,2.4833,1.6,1.6,1.6,1.6,1.813,1.9705,2.205
2022-09-01,1.972,1.972,1.972,1.972,2.168,2.293,2.4793,1.6,1.6,1.6,1.6,1.805,1.963,2.2007
2022-09-02,1.97,1.97,1.97,1.97,2.1601,2.2869,2.4754,1.6,1.6,1.6,1.6,1.797,1.9556,2.1963
2022-09-05,1.971,1.971,1.971,1.971,2.1523,2.2809,2.4714,1.6,1.6,1.6,1.6,1.789,1.9481,2.192
2022-09-06,1.971,1.971,1.971,1.971,2.1445,2.275,2.4675,1.6,1.6,1.6,1.6,1.781,1.9408,2.1876
2022-09-07,1.971,1.971,1.971,1.971,2.1367,2.2691,2.4636,1.6,1.6,1.6,1.6,1.773,1.9335,2.1832
2022-09-08,1.971,1.971,1.971,1.971,2.1288,2.2632,2.4597,1.601,1.601,1.601,1.601,1.765,1.9262,2.1788
2022-09-09,1.969,1.969,1.969,1.969,2.121,2.2573,2.4557,1.6,1.6,1.6,1.6,1.757,1.919,2.1744
2022-09-13,1.972,1.972,1.972,1.972,2.1132,2.2516,2.4518,1.599,1.599,1.599,1.599,1.749,1.9118,2.17
2022-09-14,1.974,1.974,1.974,1.974,2.1055,2.2459,2.4479,1.599,1.599,1.599,1.599,1.741,1.9048,2.1655
2022-09-15,1.974,1.974,1.974,1.974,2.0979,2.2403,2.444,1.599,1.599,1.599,1.599,1.733,1.898,2.1611
2022-09-16,1.977,1.977,1.977,1.977,2.0903,2.235,2.4401,1.599,1.599,1.599,1.599,1.7251,1.8914,2.1566
2022-09-19,1.984,1.984,1.984,1.984,2.083,2.2297,2.4363,1.601,1.601,1.601,1.601,1.7172,1.8849,2.1522
2022-09-20,1.99,1.99,1.99,1.99,2.0759,2.2246,2.4325,1.606,1.606,1.606,1.606,1.7096,1.8785,2.1477
2022-09-21,1.996,1.996,1.996,1.996,2.069,2.2198,2.4287,1.607,1.607,1.607,1.607,1.702,1.8723,2.1432
2022-09-22,1.996,1.996,1.996,1.996,2.0621,2.215,2.425,1.609,1.609,1.609,1.609,1.6945,1.8662,2.1388
2022-09-23,1.995,1.995,1.995,1.995,2.0554,2.2102,2.4212,1.612,1.612,1.612,1.612,1.6872,1.8602,2.1345
2022-09-26,1.995,1.995,1.995,1.995,2.0488,2.2055,2.4175,1.621,1.621,1.621,1.621,1.68,1.8544,2.1301
2022-09-27,2.0,2.0,2.0,2.0,2.0423,2.2009,2.4138,1.634,1.634,1.634,1.634,1.6732,1.8488,2.1258
2022-09-28,2.006,2.006,2.006,2.006,2.0362,2.1964,2.4102,1.652,1.652,1.652,1.652,1.6673,1.8435,2.1216
2022-09-29,2.011,2.011,2.011,2.011,2.0305,2.1921,2.4065,1.666,1.666,1.666,1.666,1.6622,1.8383,2.1175
2022-09-30,2.016,2.016,2.016,2.016,2.0251,2.1879,2.4029,1.673,1.673,1.673,1.673,1.6574,1.8333,2.1134
2022-10-08,2.009,2.009,2.009,2.009,2.02,2.1838,2.3993,1.676,1.676,1.676,1.676,1.6531,1.8284,2.1093
2022-10-09,2.006,2.006,2.006,2.006,2.015,2.1798,2.3956,1.674,1.674,1.674,1.674,1.649,1.8236,2.1052
2022-10-10,2.004,2.004,2.004,2.004,2.0102,2.1759,2.392,1.679,1.679,1.679,1.679,1.6451,1.819,2.1012
2022-10-11,2.004,2.004,2.004,2.004,2.0055,2.1722,2.3883,1.678,1.678,1.678,1.678,1.6414,1.8146,2.0971
2022-10-12,2.002,2.002,2.002,2.002,2.001,2.1686,2.3846,1.671,1.671,1.671,1.671,1.6377,1.8106,2.093
2022-10-13,2.003,2.003,2.003,2.003,1.9967,2.1652,2.381,1.677,1.677,1.677,1.677,1.6344,1.8067,2.0889
2022-10-14,2.003,2.003,2.003,2.003,1.9929,2.1619,2.3773,1.68,1.68,1.68,1.68,1.6315,1.803,2.0848
2022-10-17,2.004,2.004,2.004,2.004,1.99,2.1586,2.3736,1.684,1.684,1.684,1.684,1.6292,1.7996,2.0807
2022-10-18,2.004,2.004,2.004,2.004,1.9877,2.1554,2.37,1.686,1.686,1.686,1.686,1.6275,1.7963,2.0767
2022-10-19,2.005,2.005,2.005,2.005,1.9862,2.1522,2.3663,1.691,1.691,1.691,1.691,1.6268,1.7932,2.0726
2022-10-20,2.008,2.008,2.008,2.008,1.9855,2.149,2.3626,1.697,1.697,1.697,1.697,1.6267,1.7902,2.0686
2022-10-21,2.014,2.014,2.014,2.014,1.9855,2.146,2.359,1.702,1.702,1.702,1.702,1.6274,1.7873,2.0646
2022-10-24,2.02,2.02,2.02,2.02,1.986,2.143,2.3555,1.71,1.71,1.71,1.71,1.6287,1.7844,2.0607
2022-10-25,2.027,2.027,2.027,2.027,1.9868,2.1401,2.3519,1.724,1.724,1.724,1.724,1.6304,1.7817,2.0568
2022-10-26,2.034,2.034,2.034,2.034,1.9877,2.1372,2.3484,1.734,1.734,1.734,1.734,1.6325,1.779,2.053
2022-10-27,2.036,2.036,2.036,2.036,1.9885,2.1344,2.3449,1.741,1.741,1.741,1.741,1.6349,1.7765,2.0492
2022-10-28,2.036,2.036,2.036,2.036,1.9896,2.1314,2.3414,1.743,1.743,1.743,1.743,1.6376,1.7739,2.0454
2022-10-31,2.037,2.037,2.037,2.037,1.9911,2.1283,2.338,1.745,1.745,1.745,1.745,1.6406,1.7713,2.0416
2022-11-01,2.038,2.038,2.038,2.038,1.9926,2.1251,2.3346,1.75,1.75,1.75,1.75,1.6436,1.7688,2.0378
2022-11-02,2.039,2.039,2.039,2.039,1.9941,2.1218,2.3311,1.752,1.752,1.752,1.752,1.6467,1.7663,2.0341
2022-11-03,2.04,2.04,2.04,2.04,1.9957,2.1185,2.3277,1.752,1.752,1.752,1.752,1.6498,1.7638,2.0304
2022-11-04,2.043,2.043,2.043,2.043,1.9974,2.1152,2.3243,1.754,1.754,1.754,1.754,1.6529,1.7613,2.0266
2022-11-07,2.049,2.049,2.049,2.049,1.9992,2.112,2.321,1.769,1.769,1.769,1.769,1.6564,1.759,2.023
2022-11-08,2.054,2.054,2.054,2.054,2.001,2.1087,2.3178,1.781,1.781,1.781,1.781,1.6602,1.7568,2.0194
2022-11-09,2.062,2.062,2.062,2.062,2.003,2.1055,2.3146,1.807,1.807,1.807,1.807,1.6645,1.7548,2.016
2022-11-10,2.076,2.076,2.076,2.076,2.0052,2.1025,2.3116,1.838,1.838,1.838,1.838,1.6694,1.7532,2.0129
2022-11-11,2.092,2.092,2.092,2.092,2.0075,2.0997,2.3086,1.868,1.868,1.868,1.868,1.6748,1.7519,2.0099
2022-11-14,2.133,2.133,2.133,2.133,2.0107,2.0973,2.3059,1.912,1.912,1.912,1.912,1.6811,1.751,2.0071
2022-11-15,2.224,2.224,2.224,2.224,2.0157,2.0958,2.3036,2.009,2.009,2.009,2.009,1.6892,1.7511,2.0049
2022-11-16,2.349,2.349,2.349,2.349,2.0233,2.0956,2.302,2.116,2.116,2.116,2.116,1.6996,1.7523,2.0031
2022-11-17,2.436,2.436,2.436,2.436,2.0326,2.0964,2.3009,2.213,2.213,2.213,2.213,1.7118,1.7544,2.0019
2022-11-18,2.449,2.449,2.449,2.449,2.0422,2.0972,2.2998,2.238,2.238,2.238,2.238,1.7246,1.7568,2.0008
2022-11-21,2.463,2.463,2.463,2.463,2.052,2.0982,2.2989,2.241,2.241,2.241,2.241,1.7374,1.7592,1.9997
2022-11-22,2.476,2.476,2.476,2.476,2.0621,2.0994,2.298,2.248,2.248,2.248,2.248,1.7504,1.7617,1.9987
2022-11-23,2.482,2.482,2.482,2.482,2.0723,2.1006,2.2971,2.25,2.25,2.25,2.25,1.7633,1.7642,1.9977
2022-11-24,2.437,2.437,2.437,2.437,2.0817,2.1013,2.296,2.195,2.195,2.195,2.195,1.7752,1.7661,1.9964
2022-11-25,2.419,2.419,2.419,2.419,2.0906,2.1019,2.2948,2.188,2.188,2.188,2.188,1.787,1.768,1.9951
2022-11-28,2.417,2.417,2.417,2.417,2.0995,2.1025,2.2937,2.185,2.185,2.185,2.185,1.7987,1.7698,1.9938
2022-11-29,2.423,2.423,2.423,2.423,2.1085,2.1032,2.2927,2.186,2.186,2.186,2.186,1.8105,1.7717,1.9926
2022-11-30,2.435,2.435,2.435,2.435,2.1176,2.104,2.2917,2.193,2.193,2.193,2.193,1.8224,1.7737,1.9915
2022-12-01,2.445,2.445,2.445,2.445,2.1268,2.1049,2.2909,2.197,2.197,2.197,2.197,1.8343,1.7758,1.9904
2022-12-02,2.454,2.454,2.454,2.454,2.1361,2.106,2.2902,2.2,2.2,2.2,2.2,1.8462,1.7779,1.9893
2022-12-05,2.46,2.46,2.46,2.46,2.1454,2.1072,2.2895,2.201,2.201,2.201,2.201,1.858,1.78,1.9883
2022-12-06,2.465,2.465,2.465,2.465,2.1548,2.1085,2.2889,2.207,2.207,2.207,2.207,1.87,1.7822,1.9873
2022-12-07,2.476,2.476,2.476,2.476,2.1644,2.1099,2.2884,2.231,2.231,2.231,2.231,1.8824,1.7848,1.9865
2022-12-08,2.488,2.488,2.488,2.488,2.1743,2.1115,2.2879,2.25,2.25,2.25,2.25,1.895,1.7875,1.9858
2022-12-09,2.5,2.5,2.5,2.5,2.1843,2.1133,2.2876,2.259,2.259,2.259,2.259,1.9075,1.7903,1.9852
2022-12-12,2.514,2.514,2.514,2.514,2.1944,2.1153,2.2873,2.273,2.273,2.273,2.273,1.9199,1.7936,1.9847
2022-12-13,2.532,2.532,2.532,2.532,2.2048,2.1177,2.2871,2.283,2.283,2.283,2.283,1.9322,1.7972,1.9842
2022-12-14,2.547,2.547,2.547,2.547,2.2155,2.1203,2.287,2.298,2.298,2.298,2.298,1.9447,1.8011,1.9839
2022-12-15,2.569,2.569,2.569,2.569,2.2267,2.1233,2.2871,2.321,2.321,2.321,2.321,1.9576,1.8054,1.9837
2022-12-16,2.587,2.587,2.587,2.587,2.2383,2.1266,2.2872,2.339,2.339,2.339,2.339,1.9709,1.8099,1.9835
2022-12-19,2.596,2.596,2.596,2.596,2.2501,2.1301,2.2873,2.355,2.355,2.355,2.355,1.9844,1.8148,1.9835
2022-12-20,2.603,2.603,2.603,2.603,2.2621,2.1338,2.2875,2.361,2.361,2.361,2.361,1.9981,1.8197,1.9835
2022-12-21,2.613,2.613,2.613,2.613,2.2743,2.1377,2.2878,2.384,2.384,2.384,2.384,2.0124,1.825,1.9836
2022-12-22,2.617,2.617,2.617,2.617,2.2866,2.1417,2.288,2.395,2.395,2.395,2.395,2.0267,1.8305,1.9838
2022-12-23,2.626,2.626,2.626,2.626,2.2991,2.146,2.2883,2.402,2.402,2.402,2.402,2.0412,1.8363,1.984
2022-12-26,2.623,2.623,2.623,2.623,2.3114,2.1507,2.2885,2.405,2.405,2.405,2.405,2.0556,1.8424,1.9842
2022-12-27,2.62,2.62,2.62,2.62,2.3238,2.1557,2.2887,2.411,2.411,2.411,2.411,2.0701,1.8488,1.9844
2022-12-28,2.62,2.62,2.62,2.62,2.3361,2.1611,2.2889,2.416,2.416,2.416,2.416,2.0846,1.8557,1.9847
2022-12-29,2.619,2.619,2.619,2.619,2.3483,2.1669,2.2891,2.418,2.418,2.418,2.418,2.099,1.8629,1.985
2022-12-30,2.619,2.619,2.619,2.619,2.3604,2.173,2.2893,2.422,2.422,2.422,2.422,2.1134,1.8704,1.9853
2023-01-03,2.611,2.611,2.611,2.611,2.3722,2.1791,2.2894,2.415,2.415,2.415,2.415,2.1275,1.8781,1.9855
2023-01-04,2.577,2.577,2.577,2.577,2.3832,2.185,2.2893,2.38,2.38,2.38,2.38,2.1406,1.8855,1.9856
2023-01-05,2.542,2.542,2.542,2.542,2.3934,2.1905,2.289,2.352,2.352,2.352,2.352,2.153,1.8928,1.9855
2023-01-06,2.523,2.523,2.523,2.523,2.4031,2.1958,2.2886,2.335,2.335,2.335,2.335,2.1649,1.8999,1.9853
2023-01-09,2.518,2.518,2.518,2.518,2.4127,2.2012,2.2882,2.331,2.331,2.331,2.331,2.1766,1.9071,1.9851
2023-01-10,2.523,2.523,2.523,2.523,2.4225,2.2068,2.2878,2.338,2.338,2.338,2.338,2.1885,1.9145,1.985
2023-01-11,2.54,2.54,2.54,2.54,2.4325,2.2125,2.2875,2.347,2.347,2.347,2.347,2.2004,1.922,1.9849
2023-01-12,2.55,2.55,2.55,2.55,2.4427,2.2184,2.2872,2.353,2.353,2.353,2.353,2.2124,1.9296,1.9848
2023-01-13,2.553,2.553,2.553,2.553,2.453,2.2243,2.287,2.353,2.353,2.353,2.353,2.2245,1.9371,1.9847
2023-01-16,2.559,2.559,2.559,2.559,2.4633,2.2303,2.2868,2.356,2.356,2.356,2.356,2.2365,1.9447,1.9846
2023-01-17,2.571,2.571,2.571,2.571,2.4737,2.2364,2.2866,2.366,2.366,2.366,2.366,2.2484,1.9524,1.9846
2023-01-18,2.579,2.579,2.579,2.579,2.4842,2.2426,2.2864,2.374,2.374,2.374,2.374,2.2603,1.9603,1.9846
2023-01-19,2.584,2.584,2.584,2.584,2.4947,2.2489,2.2863,2.376,2.376,2.376,2.376,2.2717,1.9681,1.9846
2023-01-20,2.583,2.583,2.583,2.583,2.5048,2.255,2.2862,2.377,2.377,2.377,2.377,2.2825,1.9759,1.9847
2023-01-28,2.581,2.581,2.581,2.581,2.5146,2.2611,2.2862,2.373,2.373,2.373,2.373,2.2926,1.9837,1.9847
2023-01-29,2.577,2.577,2.577,2.577,2.5235,2.2671,2.2861,2.367,2.367,2.367,2.367,2.3017,1.9914,1.9847
2023-01-30,2.578,2.578,2.578,2.578,2.5306,2.2731,2.2861,2.365,2.365,2.365,2.365,2.3088,1.999,1.9848
2023-01-31,2.58,2.58,2.58,2.58,2.5352,2.2792,2.2861,2.364,2.364,2.364,2.364,2.3137,2.0066,1.9848
2023-02-01,2.581,2.581,2.581,2.581,2.5381,2.2853,2.2861,2.362,2.362,2.362,2.362,2.3167,2.0143,1.9849
2023-02-02,2.584,2.584,2.584,2.584,2.5408,2.2915,2.2862,2.36,2.36,2.36,2.36,2.3192,2.0219,1.985
2023-02-03,2.59,2.59,2.59,2.59,2.5433,2.2977,2.2863,2.357,2.357,2.357,2.357,2.3215,2.0294,1.9851
2023-02-06,2.597,2.597,2.597,2.597,2.5457,2.3039,2.2865,2.359,2.359,2.359,2.359,2.3237,2.037,1.9852
2023-02-07,2.605,2.605,2.605,2.605,2.5482,2.3103,2.2867,2.36,2.36,2.36,2.36,2.3259,2.0446,1.9854
2023-02-08,2.613,2.613,2.613,2.613,2.5517,2.3167,2.287,2.365,2.365,2.365,2.365,2.3293,2.0523,1.9856
2023-02-09,2.618,2.618,2.618,2.618,2.5557,2.3232,2.2874,2.37,2.37,2.37,2.37,2.3329,2.06,1.9859
2023-02-10,2.621,2.621,2.621,2.621,2.5598,2.3296,2.2878,2.371,2.371,2.371,2.371,2.3367,2.0677,1.9862
2023-02-13,2.621,2.621,2.621,2.621,2.5637,2.3361,2.2882,2.371,2.371,2.371,2.371,2.3404,2.0754,1.9867
2023-02-14,2.623,2.623,2.623,2.623,2.5675,2.3426,2.2888,2.373,2.373,2.373,2.373,2.344,2.0832,1.9873
2023-02-15,2.624,2.624,2.624,2.624,2.5711,2.349,2.2893,2.379,2.379,2.379,2.379,2.3476,2.0909,1.9879
2023-02-16,2.626,2.626,2.626,2.626,2.5745,2.3553,2.29,2.383,2.383,2.383,2.383,2.3513,2.0987,1.9886
2023-02-17,2.635,2.635,2.635,2.635,2.578,2.3617,2.2907,2.385,2.385,2.385,2.385,2.3549,2.1065,1.9894
2023-02-20,2.643,2.643,2.643,2.643,2.5816,2.3682,2.2916,2.392,2.392,2.392,2.392,2.3586,2.1143,1.9903
2023-02-21,2.648,2.648,2.648,2.648,2.585,2.3747,2.2925,2.397,2.397,2.397,2.397,2.362,2.1222,1.9912
2023-02-22,2.66,2.66,2.66,2.66,2.5885,2.3814,2.2934,2.403,2.403,2.403,2.403,2.365,2.13,1.9922
2023-02-23,2.668,2.668,2.668,2.668,2.5918,2.388,2.2944,2.406,2.406,2.406,2.406,2.368,2.1377,1.9933
2023-02-24,2.68,2.68,2.68,2.68,2.5951,2.3948,2.2956,2.416,2.416,2.416,2.416,2.3708,2.1453,1.9944
2023-02-27,2.692,2.692,2.692,2.692,2.5983,2.4016,2.2968,2.423,2.423,2.423,2.423,2.3736,2.1529,1.9956
2023-02-28,2.704,2.704,2.704,2.704,2.6015,2.4085,2.2982,2.437,2.437,2.437,2.437,2.3764,2.1606,1.9969
2023-03-01,2.711,2.711,2.711,2.711,2.6043,2.4155,2.2997,2.45,2.45,2.45,2.45,2.379,2.1683,1.9984
2023-03-02,2.718,2.718,2.718,2.718,2.6069,2.4226,2.3012,2.459,2.459,2.459,2.459,2.3814,2.1762,1.9999
2023-03-03,2.725,2.725,2.725,2.725,2.6095,2.4298,2.3029,2.466,2.466,2.466,2.466,2.3836,2.184,2.0015
2023-03-06,2.732,2.732,2.732,2.732,2.6121,2.4371,2.3047,2.469,2.469,2.469,2.469,2.3858,2.1919,2.0033
2023-03-07,2.738,2.738,2.738,2.738,2.6146,2.4445,2.3065,2.476,2.476,2.476,2.476,2.3876,2.2,2.0053
2023-03-08,2.745,2.745,2.745,2.745,2.6172,2.4519,2.3086,2.486,2.486,2.486,2.486,2.3894,2.2081,2.0074
2023-03-09,2.75,2.75,2.75,2.75,2.6196,2.4593,2.3106,2.491,2.491,2.491,2.491,2.3912,2.2162,2.0096
2023-03-10,2.75,2.75,2.75,2.75,2.6222,2.4668,2.3127,2.497,2.497,2.497,2.497,2.393,2.2243,2.012
2023-03-13,2.749,2.749,2.749,2.749,2.6248,2.4743,2.3148,2.498,2.498,2.498,2.498,2.3948,2.2324,2.0144
2023-03-14,2.746,2.746,2.746,2.746,2.6273,2.4817,2.3169,2.499,2.499,2.499,2.499,2.3964,2.2405,2.0168
2023-03-15,2.745,2.745,2.745,2.745,2.6298,2.489,2.319,2.5,2.5,2.5,2.5,2.3981,2.2485,2.0194
2023-03-16,2.744,2.744,2.744,2.744,2.6323,2.4963,2.3212,2.5,2.5,2.5,2.5,2.3996,2.2565,2.0219
2023-03-17,2.74,2.74,2.74,2.74,2.6349,2.5035,2.3233,2.5,2.5,2.5,2.5,2.4013,2.2644,2.0244
2023-03-20,2.723,2.723,2.723,2.723,2.6378,2.5105,2.3253,2.492,2.492,2.492,2.492,2.4036,2.2721,2.0269
2023-03-21,2.699,2.699,2.699,2.699,2.6409,2.5171,2.3272,2.487,2.487,2.487,2.487,2.4063,2.2796,2.0293
2023-03-22,2.687,2.687,2.687,2.687,2.6442,2.5237,2.329,2.479,2.479,2.479,2.479,2.4092,2.287,2.0317
2023-03-23,2.683,2.683,2.683,2.683,2.6475,2.5301,2.3308,2.476,2.476,2.476,2.476,2.4121,2.2943,2.0341
2023-03-24,2.678,2.678,2.678,2.678,2.6506,2.5365,2.3324,2.473,2.473,2.473,2.473,2.4148,2.3016,2.0365
2023-03-27,2.676,2.676,2.676,2.676,2.6533,2.5429,2.334,2.468,2.468,2.468,2.468,2.4172,2.3088,2.0388
2023-03-28,2.674,2.674,2.674,2.674,2.6558,2.5493,2.3356,2.464,2.464,2.464,2.464,2.4194,2.3159,2.0411
2023-03-29,2.671,2.671,2.671,2.671,2.6582,2.5556,2.3371,2.456,2.456,2.456,2.456,2.4215,2.323,2.0434
2023-03-30,2.667,2.667,2.667,2.667,2.6603,2.5618,2.3385,2.454,2.454,2.454,2.454,2.4234,2.33,2.0456
2023-03-31,2.666,2.666,2.666,2.666,2.6622,2.568,2.34,2.448,2.448,2.448,2.448,2.4251,2.3368,2.0479
2023-04-03,2.66,2.66,2.66,2.66,2.6639,2.574,2.3414,2.429,2.429,2.429,2.429,2.4262,2.3432,2.05
2023-04-04,2.654,2.654,2.654,2.654,2.6653,2.58,2.3427,2.423,2.423,2.423,2.423,2.4271,2.3494,2.0521
2023-04-06,2.648,2.648,2.648,2.648,2.6666,2.5857,2.3441,2.414,2.414,2.414,2.414,2.4278,2.3551,2.0542
2023-04-07,2.649,2.649,2.649,2.649,2.6679,2.5913,2.3455,2.41,2.41,2.41,2.41,2.4286,2.3606,2.0562
2023-04-10,2.65,2.65,2.65,2.65,2.6694,2.5964,2.3468,2.414,2.414,2.414,2.414,2.4295,2.3656,2.0583
