Date,GACGB3M_Close,GACGB2_Close,GACGB5_Close,GACGB10_Close,GACGB30_Close
6/12/2013,2.5652,2.5408,2.836,3.4555,
6/13/2013,2.5623,2.4797,2.7805,3.3905,
6/14/2013,2.5835,2.4787,2.7762,3.362,
6/17/2013,2.5219,2.494,2.8025,3.394,
6/18/2013,2.5193,2.4745,2.7947,3.3937,
6/19/2013,2.513,2.493,2.8163,3.426,
6/20/2013,2.5557,2.619,2.9825,3.6332,
6/21/2013,2.5624,2.6978,3.0887,3.7545,
6/24/2013,2.6093,2.8138,3.301,4.0342,
6/25/2013,2.528,2.692,3.146,3.7992,
6/26/2013,2.5213,2.6615,3.1688,3.8382,
6/27/2013,2.5186,2.5847,3.106,3.8173,
6/28/2013,2.51,2.529,3.0408,3.7595,
7/1/2013,2.5876,2.591,3.1068,3.8207,
7/2/2013,2.5168,2.5577,3.0582,3.7387,
7/3/2013,2.5594,2.5087,3.021,3.7427,
7/4/2013,2.6009,2.5758,3.0828,3.7943,
7/5/2013,2.6174,2.6098,3.1223,3.8198,
7/8/2013,2.604,2.62,3.1667,3.8995,
7/9/2013,2.4548,2.565,3.1198,3.8763,
7/10/2013,2.4957,2.5075,3.069,3.8385,
7/11/2013,2.5233,2.4692,2.9983,3.735,
7/12/2013,2.4388,2.4673,2.9935,3.743,
7/15/2013,2.5025,2.4545,2.979,3.725,
7/16/2013,2.527,2.5295,3.033,3.75,
7/17/2013,2.5132,2.536,3.039,3.7468,
7/18/2013,2.4649,2.4978,2.9805,3.6665,
7/19/2013,2.4553,2.482,2.9757,3.6715,
7/22/2013,2.4362,2.432,2.925,3.6523,
7/23/2013,2.4426,2.4283,2.9255,3.6558,
7/24/2013,2.4711,2.458,2.952,3.6835,
7/25/2013,2.4536,2.4883,3.01,3.7773,
7/26/2013,2.426,2.4802,3.002,3.7773,
7/29/2013,2.4072,2.4177,2.9557,3.7375,
7/30/2013,2.3644,2.3277,2.8995,3.7025,
7/31/2013,2.3683,2.3255,2.9032,3.7245,
8/1/2013,2.357,2.2985,2.8668,3.6672,
8/2/2013,2.3619,2.348,2.9497,3.7933,
8/6/2013,2.3404,2.3052,2.8835,3.7135,
8/7/2013,2.3042,2.2785,2.8495,3.6875,
8/8/2013,2.3485,2.2935,2.8542,3.671,
8/9/2013,2.3526,2.3335,2.891,3.711,
8/12/2013,2.3648,2.3425,2.9,3.6867,
8/13/2013,2.3601,2.3758,2.9453,3.7515,
8/14/2013,2.3531,2.4395,3.0268,3.8523,
8/15/2013,2.3548,2.4648,3.0665,3.8958,
8/16/2013,2.3486,2.501,3.132,3.9718,
8/19/2013,2.3503,2.518,3.1745,4.0195,
8/20/2013,2.3591,2.472,3.1263,3.9755,
8/21/2013,2.3491,2.473,3.1253,3.975,
8/22/2013,2.3366,2.5317,3.2173,4.0785,
8/23/2013,2.3491,2.5145,3.189,4.0493,
8/26/2013,2.346,2.5103,3.173,4.0118,
8/27/2013,2.3248,2.4597,3.112,3.9315,
8/28/2013,2.3342,2.4437,3.092,3.9053,
8/29/2013,2.3439,2.4545,3.105,3.9125,
8/30/2013,2.3279,2.4358,3.0855,3.8958,
9/2/2013,2.3437,2.4895,3.1425,3.9565,
9/3/2013,2.3486,2.5417,3.1995,3.993,
9/4/2013,2.3709,2.5955,3.262,4.0212,
9/5/2013,2.3501,2.6265,3.3005,4.0715,
9/6/2013,2.3542,2.6525,3.341,4.143,
9/9/2013,2.3505,2.6037,3.28,4.0703,
9/10/2013,2.3846,2.6645,3.348,4.126,
9/11/2013,2.3491,2.6502,3.3542,4.168,
9/12/2013,2.2696,2.5538,3.2365,4.04,
9/13/2013,2.3599,2.597,3.2857,4.0873,
9/16/2013,2.324,2.5605,3.215,3.995,
9/17/2013,2.384,2.6045,3.2665,4.0475,
9/18/2013,2.3729,2.6085,3.2815,4.0623,
9/19/2013,2.3726,2.4995,3.1212,3.8842,
9/20/2013,2.3676,2.5315,3.1618,3.941,
9/23/2013,2.3795,2.5505,3.1853,3.9678,
9/24/2013,2.3418,2.508,3.129,3.9035,
9/25/2013,2.3322,2.478,3.097,3.8782,
9/26/2013,2.3703,2.492,3.1035,3.8812,
9/27/2013,2.3235,2.4832,3.0925,3.864,
9/30/2013,2.3163,2.4535,3.045,3.8122,
10/1/2013,2.3382,2.6523,3.3135,3.944,
10/2/2013,2.3229,2.6512,3.3163,3.9437,
10/3/2013,2.375,2.6497,3.3173,3.942,
10/4/2013,2.3738,2.7008,3.3967,4.0332,
10/8/2013,2.3787,2.7267,3.4302,4.0767,
10/9/2013,2.3767,2.7455,3.448,4.0858,
10/10/2013,2.3835,2.8095,3.5233,4.1588,
10/11/2013,2.4065,2.796,3.4987,4.1287,
10/14/2013,2.3772,2.7678,3.473,4.1163,
10/15/2013,2.3603,2.823,3.5655,4.1995,
10/16/2013,2.3468,2.8277,3.581,4.2372,
10/17/2013,2.3274,2.737,3.4773,4.1315,
10/18/2013,2.3581,2.7285,3.4673,4.115,
10/21/2013,2.3576,2.716,3.4495,4.08,
10/22/2013,2.381,2.738,3.4757,4.105,
10/23/2013,2.3948,2.6785,3.3902,3.9862,
10/24/2013,2.3886,2.679,3.3875,3.988,
10/25/2013,2.4071,2.674,3.3735,3.9688,
10/28/2013,2.3881,2.6832,3.3928,4.0078,
10/29/2013,2.3966,2.6467,3.3593,3.9873,
10/30/2013,2.3727,2.6145,3.3303,3.974,
10/31/2013,2.3855,2.677,3.393,4.0237,
11/1/2013,2.4056,2.7178,3.4345,4.0677,
11/4/2013,2.4402,2.7955,3.516,4.1355,
11/5/2013,2.4128,2.7903,3.5073,4.1363,
11/6/2013,2.4106,2.815,3.5582,4.2065,
11/7/2013,2.4156,2.7643,3.5073,4.1568,
11/8/2013,2.4338,2.7422,3.4792,4.1297,
11/11/2013,2.4393,2.7857,3.5477,4.2207,
11/12/2013,2.4425,2.8212,3.5952,4.2915,
11/13/2013,2.451,2.785,3.5615,4.263,
11/14/2013,2.3097,2.7452,3.5073,4.1962,
11/15/2013,2.1741,2.7295,3.494,4.2013,
11/18/2013,2.4795,2.729,3.4943,4.2063,
11/19/2013,2.5141,2.7462,3.5122,4.2207,
11/20/2013,2.4972,2.7643,3.5508,4.2682,
11/21/2013,2.478,2.7855,3.5958,4.3352,
11/22/2013,2.4701,2.7573,3.582,4.322,
11/25/2013,2.4688,2.745,3.5522,4.2787,
11/26/2013,2.4996,2.7118,3.5095,4.2335,
11/27/2013,2.4943,2.6935,3.4802,4.2,
11/28/2013,2.4778,2.7322,3.5325,4.2525,
11/29/2013,2.4534,2.7083,3.501,4.2222,
12/2/2013,2.3987,2.7592,3.5682,4.285,
12/3/2013,2.4898,2.7752,3.5898,4.322,
12/4/2013,2.4815,2.7335,3.558,4.3055,
12/5/2013,2.4611,2.754,3.6075,4.395,
12/6/2013,2.4811,2.771,3.6355,4.4303,
12/9/2013,2.456,2.7275,3.5803,4.3707,
12/10/2013,2.476,2.7335,3.5898,4.3875,
12/11/2013,2.4725,2.6825,3.5352,4.347,
12/12/2013,2.4492,2.6583,3.507,4.321,
12/13/2013,2.4352,2.643,3.4945,4.3218,
12/16/2013,2.4172,2.6028,3.4172,4.2255,
12/17/2013,2.4338,2.6065,3.4245,4.2302,
12/18/2013,2.4224,2.598,3.412,4.23,
12/19/2013,2.4347,2.6358,3.4567,4.2715,
12/20/2013,2.4238,2.6342,3.4683,4.2895,
12/23/2013,2.4419,2.6377,3.4675,4.266,
12/24/2013,2.4439,2.6298,3.458,4.2385,
12/27/2013,2.4241,2.6697,3.502,4.2755,
12/30/2013,2.3883,2.658,3.4922,4.271,
12/31/2013,2.414,2.6475,3.465,4.2352,
1/2/2014,2.4115,2.833,3.53,4.332,
1/3/2014,2.4155,2.8307,3.532,4.3445,
1/6/2014,2.4066,2.8458,3.5547,4.3758,
1/7/2014,2.3942,2.8112,3.5113,4.3183,
1/8/2014,2.4071,2.8033,3.4983,4.3022,
1/9/2014,2.3976,2.865,3.551,4.321,
1/10/2014,2.405,2.84,3.524,4.2673,
1/13/2014,2.3841,2.8115,3.4905,4.2295,
1/14/2014,2.384,2.787,3.46,4.196,
1/15/2014,2.3545,2.81,3.4908,4.2347,
1/16/2014,2.3876,2.7278,3.4215,4.1797,
1/17/2014,2.3796,2.6653,3.3442,4.101,
1/20/2014,2.3754,2.6597,3.3333,4.083,
1/21/2014,2.3876,2.6967,3.3635,4.1097,
1/22/2014,2.4133,2.8203,3.4802,4.1873,
1/23/2014,2.3703,2.7903,3.4518,4.1722,
1/24/2014,2.3591,2.6523,3.3115,4.048,
1/28/2014,2.3733,2.642,3.2995,4.029,
1/29/2014,2.4086,2.73,3.3863,4.116,
1/30/2014,2.3936,2.6558,3.304,4.007,
1/31/2014,2.3832,2.6648,3.306,3.9985,
2/3/2014,2.4009,2.679,3.3152,3.9998,
2/4/2014,2.4077,2.7185,3.335,3.9945,
2/5/2014,2.4275,2.7355,3.3565,4.0205,
2/6/2014,2.4422,2.783,3.4125,4.0865,
2/7/2014,2.4643,2.826,3.461,4.1525,
2/10/2014,2.4296,2.8157,3.4523,4.141,
2/11/2014,2.4477,2.8507,3.4892,4.1828,
2/12/2014,2.4425,2.8712,3.5113,4.2203,
2/13/2014,2.4019,2.8098,3.449,4.1747,
2/14/2014,2.4058,2.7787,3.4105,4.1055,
2/17/2014,2.4182,2.8185,3.4532,4.161,
2/18/2014,2.4321,2.84,3.4748,4.183,
2/19/2014,2.3992,2.804,3.4348,4.1438,
2/20/2014,2.4138,2.794,3.4278,4.1442,
2/21/2014,2.424,2.8472,3.4895,4.2195,
2/24/2014,2.4106,2.8028,3.4415,4.1737,
2/25/2014,2.4145,2.802,3.4405,4.1693,
2/26/2014,2.3281,2.771,3.4072,4.125,
2/27/2014,2.3997,2.6848,3.3233,4.062,
2/28/2014,2.3731,2.6655,3.3,4.0195,
3/3/2014,2.4338,2.62,3.2532,3.9808,
3/4/2014,2.4641,2.669,3.294,4.0045,
3/5/2014,,2.725,3.3505,4.0617,
3/6/2014,,2.7755,3.396,4.1,
3/7/2014,,2.8063,3.44,4.167,
3/10/2014,,2.8157,3.4567,4.207,
3/11/2014,,2.7895,3.4335,4.1813,
3/12/2014,,2.776,3.424,4.1727,
3/13/2014,,2.8377,3.4692,4.17,
3/14/2014,,2.7302,3.351,4.038,
3/17/2014,,2.7625,3.378,4.046,
3/18/2014,,2.8005,3.4172,4.0827,
3/19/2014,,2.7878,3.4023,4.0645,
3/20/2014,,2.8328,3.4555,4.1283,
3/21/2014,,2.8582,3.4848,4.1565,
3/24/2014,,2.86,3.488,4.1655,
3/25/2014,,2.822,3.4413,4.1185,
3/26/2014,,2.8407,3.4505,4.11,
3/27/2014,,2.8307,3.439,4.0823,
3/28/2014,,2.8128,3.421,4.068,
3/31/2014,,2.8323,3.4353,4.083,
4/1/2014,,2.8642,3.4702,4.1302,
4/2/2014,,2.8823,3.4913,4.1695,
4/3/2014,,2.894,3.5052,4.1832,
4/4/2014,,2.8663,3.483,4.1535,
4/7/2014,,2.8125,3.4185,4.0823,
4/8/2014,,2.815,3.4213,4.0852,
4/9/2014,,2.8082,3.4095,4.0703,
4/10/2014,,2.836,3.4285,4.0535,
4/11/2014,,2.804,3.3858,4.0188,
4/14/2014,,2.7735,3.3412,3.965,
4/15/2014,,2.7927,3.36,3.9922,
4/16/2014,,2.788,3.3505,3.9775,
4/17/2014,,2.7715,3.332,3.9592,
4/22/2014,,2.8075,3.3712,4.0068,
4/23/2014,,2.7575,3.3203,3.9645,
4/24/2014,,2.7413,3.3075,3.962,
4/28/2014,,2.7227,3.2857,3.9267,
4/29/2014,,2.7332,3.2952,3.9392,
4/30/2014,,2.7555,3.3157,3.9502,
5/1/2014,,2.7473,3.3008,3.938,
5/2/2014,,2.7422,3.2815,3.9058,
5/5/2014,,2.728,3.2608,3.8705,
5/6/2014,,2.717,3.2445,3.866,
5/7/2014,,2.695,3.215,3.833,
5/8/2014,,2.7183,3.2348,3.8412,
5/9/2014,,2.701,3.2132,3.8205,
5/12/2014,2.4794,2.7095,3.2238,3.8325,
5/13/2014,2.4803,2.7205,3.236,3.8458,
5/14/2014,2.4791,2.701,3.2113,3.8047,
5/15/2014,2.4712,2.6885,3.1815,3.7608,
5/16/2014,2.4784,2.678,3.1583,3.715,
5/19/2014,2.4817,2.6685,3.14,3.6818,
5/20/2014,2.4758,2.68,3.1535,3.7095,
5/21/2014,2.4508,2.61,3.0795,3.6565,
5/22/2014,2.4563,2.6532,3.1383,3.748,
5/23/2014,2.4512,2.6672,3.1648,3.7822,
5/26/2014,2.4444,2.6472,3.1407,3.7425,
5/27/2014,2.4476,2.6688,3.1575,3.746,
5/28/2014,2.451,2.6618,3.136,3.7073,
5/29/2014,2.4597,2.6242,3.0782,3.6423,
5/30/2014,2.4598,2.632,3.089,3.6555,
6/2/2014,2.4357,2.634,3.0828,3.671,
6/3/2014,2.4279,2.6505,3.097,3.722,
6/4/2014,2.4313,2.6995,3.158,3.7795,
6/5/2014,2.4231,2.6875,3.146,3.7743,
6/6/2014,2.419,2.6927,3.146,3.7733,
6/10/2014,2.4164,2.6995,3.1523,3.784,
6/11/2014,2.4362,2.7312,3.2042,3.8475,
6/12/2014,2.4304,2.6943,3.1718,3.8222,
6/13/2014,2.457,2.691,3.1617,3.7842,
6/16/2014,2.4442,2.6742,3.13,3.7438,
6/17/2014,2.4488,2.6177,3.077,3.6983,
6/18/2014,2.4647,2.6315,3.1005,3.7365,
6/19/2014,2.4626,2.5805,3.0385,3.6618,
6/20/2014,2.4754,2.5887,3.0468,3.6767,
6/23/2014,2.4815,2.6052,3.0668,3.6927,
6/24/2014,2.4878,2.5598,3.0162,3.6377,
6/25/2014,2.4944,2.5305,2.9757,3.5887,
6/26/2014,2.4708,2.531,2.9773,3.5882,
6/27/2014,2.482,2.5135,2.9485,3.5425,
6/30/2014,2.4749,2.5315,2.9542,3.5415,
7/1/2014,2.5071,2.5665,2.9878,3.5875,
7/2/2014,2.5054,2.541,2.9635,3.5612,
7/3/2014,2.4984,2.5003,2.91,3.5403,
7/4/2014,2.4977,2.531,2.94,3.587,
7/7/2014,2.5014,2.5443,2.95,3.5903,
7/8/2014,2.4993,2.5592,2.9565,3.5733,
7/9/2014,2.497,2.5343,2.9227,3.519,
7/10/2014,2.488,2.4892,2.8723,3.4662,
7/11/2014,2.4789,2.458,2.8255,3.4125,
7/14/2014,2.4983,2.4875,2.8558,3.4418,
7/15/2014,2.5034,2.4717,2.8385,3.4372,
7/16/2014,2.5173,2.461,2.8217,3.4237,
7/17/2014,2.5326,2.475,2.826,3.4097,
7/18/2014,2.5481,2.4718,2.7995,3.3787,
7/21/2014,2.558,2.5195,2.8452,3.3932,
7/22/2014,2.5579,2.5298,2.845,3.3717,
7/23/2014,2.5577,2.5698,2.8895,3.411,
7/24/2014,2.5575,2.58,2.915,3.4245,
7/25/2014,2.5736,2.576,2.9188,3.4402,
7/28/2014,2.5568,2.565,2.9062,3.4245,
7/29/2014,2.5566,2.5893,2.9355,3.47,
7/30/2014,2.5564,2.563,2.9042,3.424,
7/31/2014,2.6084,2.5955,2.959,3.5062,
8/1/2014,2.5555,2.6137,2.9748,3.5165,
8/5/2014,2.5554,2.596,2.9488,3.4665,
8/6/2014,,2.6262,2.9785,3.5117,
8/7/2014,,2.5287,2.8677,3.4177,
8/8/2014,,2.4405,2.745,3.2787,
8/11/2014,,2.5198,2.8458,3.4042,
8/12/2014,,2.5403,2.8647,3.4188,
8/13/2014,,2.5557,2.8863,3.4507,
8/14/2014,2.6044,2.5017,2.8273,3.3858,
8/15/2014,2.6028,2.52,2.8433,3.388,
8/18/2014,2.592,2.4977,2.812,3.3465,
8/19/2014,2.5808,2.52,2.839,3.405,
8/20/2014,2.5579,2.5438,2.868,3.4258,
8/21/2014,2.5459,2.5763,2.918,3.4783,
8/22/2014,2.5474,2.5928,2.9358,3.479,
8/25/2014,2.5687,2.5823,2.916,3.4343,
8/26/2014,2.5686,2.5375,2.8558,3.3527,
8/27/2014,2.5459,2.5198,2.8347,3.3287,
8/28/2014,2.5355,2.5398,2.8442,3.323,
8/29/2014,2.5368,2.531,2.8273,3.293,
9/1/2014,2.5431,2.5408,2.8377,3.3235,
9/2/2014,2.5353,2.5707,2.8653,3.349,
9/3/2014,2.5566,2.5975,2.9092,3.428,
9/4/2014,2.5413,2.5912,2.8988,3.428,
9/5/2014,2.5633,2.6153,2.9288,3.4637,
9/8/2014,2.5508,2.6082,2.9197,3.45,
9/9/2014,2.542,2.665,2.9952,3.5635,
9/10/2014,2.5414,2.6607,2.9973,3.5647,
9/11/2014,2.5713,2.6923,3.0412,3.6065,
9/12/2014,2.5714,2.676,3.041,3.608,
9/15/2014,2.5715,2.676,3.0492,3.6477,
9/16/2014,2.5616,2.666,3.0243,3.617,
9/17/2014,2.5054,2.678,3.0408,3.6415,
9/18/2014,2.5456,2.7205,3.1007,3.7025,
9/19/2014,2.5607,2.7273,3.1117,3.7267,
9/22/2014,2.5428,2.6722,3.0495,3.6532,
9/23/2014,2.5176,2.6058,2.9678,3.554,
9/24/2014,2.516,2.6512,3.017,3.6097,
9/25/2014,2.486,2.6282,2.9878,3.576,
9/26/2014,2.4763,2.594,2.9285,3.4852,
9/29/2014,2.4776,2.5925,2.9225,3.4945,
9/30/2014,2.4732,2.583,2.8953,3.4802,
10/1/2014,2.5032,2.6267,2.998,3.4857,
10/2/2014,2.4874,2.59,2.9467,3.4205,
10/3/2014,2.4876,2.628,2.9867,3.456,
10/7/2014,2.502,2.5982,2.9535,3.391,
10/8/2014,2.5007,2.586,2.93,3.3625,
10/9/2014,2.4862,2.571,2.8885,3.3045,
10/10/2014,2.5229,2.5538,2.871,3.3307,
10/13/2014,2.5148,2.5275,2.839,3.298,
10/14/2014,2.5209,2.5262,2.8407,3.3087,
10/15/2014,2.5493,2.579,2.8828,3.3433,
10/16/2014,2.5038,2.4825,2.763,3.1925,
10/17/2014,2.4994,2.516,2.8057,3.225,
10/20/2014,2.5223,2.5465,2.8575,3.3075,
10/21/2014,2.4836,2.4608,2.7625,3.1925,
10/22/2014,2.4688,2.5045,2.815,3.2625,
10/23/2014,2.497,2.5037,2.8122,3.2582,
10/24/2014,2.5102,2.5127,2.8225,3.275,
10/27/2014,2.388,2.538,2.8488,3.2982,
10/28/2014,2.3832,2.4822,2.7882,3.235,
10/29/2014,2.3984,2.5385,2.8495,3.2952,
10/30/2014,2.4146,2.5542,2.8675,3.3338,
10/31/2014,2.4118,2.5265,2.831,3.2895,
11/3/2014,2.4187,2.4773,2.772,3.27,
11/4/2014,2.4993,2.5165,2.8135,3.3217,
11/5/2014,2.4907,2.49,2.782,3.285,
11/6/2014,2.488,2.4913,2.7778,3.247,
11/7/2014,2.5082,2.5498,2.8457,3.354,
11/10/2014,2.5135,2.5087,2.7933,3.2815,
11/11/2014,2.4954,2.547,2.8287,3.3265,
11/12/2014,2.4924,2.5655,2.8447,3.3407,
11/13/2014,2.4803,2.576,2.8537,3.3477,
11/14/2014,2.4871,2.571,2.845,3.3405,
11/17/2014,2.472,2.5357,2.801,3.2617,
11/18/2014,2.4778,2.5398,2.8063,3.286,
11/19/2014,2.4967,2.5178,2.784,3.2733,
11/20/2014,2.4922,2.5225,2.7735,3.2738,
11/21/2014,2.4905,2.5233,2.7678,3.2627,
11/24/2014,2.4837,2.5195,2.7497,3.2492,
11/25/2014,2.4754,2.494,2.71,3.1962,
11/26/2014,2.4651,2.4405,2.6345,3.1258,
11/27/2014,2.5563,2.4565,2.6217,3.1058,
11/28/2014,2.5101,2.4105,2.5638,3.0257,
12/1/2014,2.4338,2.3637,2.5148,2.9962,
12/2/2014,2.5554,2.439,2.6003,3.1095,
12/3/2014,,2.3865,2.5485,3.1012,
12/4/2014,,2.375,2.5312,3.071,
12/5/2014,2.5012,2.3185,2.483,3.0395,
12/8/2014,2.5209,2.354,2.5215,3.085,
12/9/2014,2.4851,2.314,2.473,3.0295,
12/10/2014,2.4744,2.275,2.4185,2.9278,
12/11/2014,2.4802,2.2405,2.3802,2.8568,
12/12/2014,2.4811,2.306,2.4397,2.8918,
12/15/2014,2.4772,2.275,2.414,2.8837,
12/16/2014,2.4783,2.2827,2.4055,2.8577,
12/17/2014,2.4899,2.2355,2.3465,2.7778,
12/18/2014,2.486,2.261,2.3717,2.845,
12/19/2014,2.5038,2.328,2.4447,2.939,
12/22/2014,2.472,2.272,2.3765,2.8533,
12/23/2014,2.4817,2.2655,2.3685,2.8307,
12/24/2014,2.4952,2.2768,2.3845,2.875,
12/29/2014,2.4939,2.2548,2.3612,2.8463,
12/30/2014,2.4893,2.1995,2.2898,2.7568,
12/31/2014,2.4764,2.17,2.2617,2.7395,
1/2/2015,2.5033,2.2132,2.3098,2.8698,
1/5/2015,2.4921,2.184,2.257,2.759,
1/6/2015,2.4912,2.1853,2.2505,2.7118,
1/7/2015,2.4955,2.1465,2.213,2.6813,
1/8/2015,2.5175,2.1957,2.26,2.7318,
1/9/2015,2.5099,2.1918,2.2487,2.7222,
1/12/2015,2.5164,2.185,2.2375,2.6923,
1/13/2015,2.4065,2.143,2.1823,2.6112,
1/14/2015,2.4121,2.1358,2.1625,2.5693,
1/15/2015,2.4632,2.208,2.251,2.6737,
1/16/2015,2.4106,2.1247,2.1435,2.5592,
1/19/2015,2.4421,2.159,2.1962,2.6328,
1/20/2015,2.4485,2.1805,2.2283,2.6667,
1/21/2015,2.4229,2.143,2.186,2.5982,
1/22/2015,2.4089,2.1058,2.1607,2.6028,
1/23/2015,2.3542,2.1172,2.1815,2.6342,
1/27/2015,2.3794,2.0903,2.1493,2.5647,
1/28/2015,2.4139,2.153,2.202,2.6033,
1/29/2015,2.335,1.9875,2.041,2.4845,
1/30/2015,2.2098,1.9642,2.0213,2.4432,
2/2/2015,2.2605,1.9882,2.0357,2.4453,
2/3/2015,2.1188,1.8312,1.8728,2.2817,
2/4/2015,2.172,1.949,2.0037,2.4657,
2/5/2015,2.1499,1.9072,1.9633,2.4018,
2/6/2015,2.1724,1.9423,2.0002,2.4523,
2/9/2015,2.1946,1.9755,2.0538,2.5477,
2/10/2015,2.1688,1.9703,2.0528,2.5528,
2/11/2015,2.1683,1.9695,2.0598,2.5882,
2/12/2015,2.144,1.879,1.9813,2.5347,
2/13/2015,2.1329,1.867,1.9647,2.5013,
2/16/2015,2.1235,1.8832,1.988,2.5522,
2/17/2015,2.0628,1.8772,1.9772,2.5292,
2/18/2015,2.0864,1.901,2.0127,2.6017,
2/19/2015,2.0932,1.851,1.9602,2.5463,
2/20/2015,2.1121,1.872,1.9827,2.5707,
2/23/2015,2.1137,1.884,1.9957,2.5823,
2/24/2015,2.1153,1.876,1.9837,2.5457,
2/25/2015,2.0815,1.8675,1.9685,2.4995,
2/26/2015,2.0826,1.806,1.9028,2.4195,
2/27/2015,2.0792,1.7925,1.8977,2.4595,
3/2/2015,2.0187,1.8112,1.9125,2.4948,
3/3/2015,2.0186,1.8707,1.9653,2.5487,
3/4/2015,1.9775,1.9125,2.0198,2.6353,
3/5/2015,1.9676,1.9243,2.0365,2.6247,
3/6/2015,1.9928,1.9147,2.0312,2.6363,
3/9/2015,1.9885,1.9607,2.1072,2.7387,
3/10/2015,2.0059,1.9338,2.0755,2.6762,
3/11/2015,1.9756,1.8675,2.0013,2.5887,
3/12/2015,1.9892,1.8257,1.9527,2.5145,
3/13/2015,2.0256,1.878,1.9967,2.5503,
3/16/2015,2.0172,1.8297,1.9425,2.4792,
3/17/2015,2.032,1.8587,1.9622,2.4727,
3/18/2015,2.0061,1.851,1.953,2.4543,
3/19/2015,1.9795,1.786,1.8742,2.3482,
3/20/2015,2.0188,1.7675,1.8682,2.3837,
3/23/2015,2.0233,1.7812,1.8795,2.3877,
3/24/2015,2.0372,1.7787,1.8755,2.3717,
3/25/2015,1.9949,1.7543,1.8312,2.3228,
3/26/2015,1.9921,1.7572,1.8325,2.3263,
3/27/2015,1.9933,1.7982,1.8807,2.4072,
3/30/2015,2.0206,1.7502,1.8302,2.3607,
3/31/2015,1.9618,1.7302,1.801,2.3193,
4/1/2015,1.9739,1.719,1.8665,2.3342,
4/2/2015,1.9786,1.6788,1.8355,2.2992,
4/7/2015,2.0684,1.7502,1.908,2.3498,
4/8/2015,2.0548,1.7382,1.89,2.3277,
4/9/2015,2.0349,1.7392,1.8915,2.348,
4/10/2015,2.0448,1.7697,1.9117,2.3663,
4/13/2015,2.0327,1.7292,1.872,2.3412,
4/14/2015,2.0234,1.6988,1.8418,2.3063,
4/15/2015,1.9945,1.6792,1.8173,2.2817,
4/16/2015,2.0006,1.802,1.9257,2.3677,
4/17/2015,2.0342,1.8053,1.9207,2.3523,
4/20/2015,2.0415,1.8433,1.9635,2.3963,
4/21/2015,2.0275,1.8327,1.9523,2.3918,
4/22/2015,1.991,1.8942,2.01,2.4372,
4/23/2015,2.0054,1.9275,2.0542,2.5213,
4/24/2015,2.0206,1.9345,2.0652,2.5338,
4/27/2015,2.0078,1.8907,2.0162,2.5017,
4/28/2015,2.05,1.9485,2.078,2.5573,
4/29/2015,1.9794,1.9545,2.0898,2.5933,
4/30/2015,1.9864,1.9507,2.1045,2.6463,
5/1/2015,1.9618,1.9232,2.106,2.68,
5/4/2015,1.963,1.9115,2.1027,2.6895,
5/5/2015,1.992,2.0027,2.2127,2.7933,
5/6/2015,1.9937,2.081,2.3222,2.9242,
5/7/2015,1.9953,2.0915,2.347,2.989,
5/8/2015,1.9859,2.0395,2.254,2.8405,
5/11/2015,1.9981,2.051,2.264,2.8528,
5/12/2015,2.0213,2.1485,2.4018,3.0425,
5/13/2015,1.9844,2.0833,2.3523,2.9535,
5/14/2015,1.9949,2.069,2.352,2.995,
5/15/2015,1.9915,2.0055,2.278,2.8945,
5/18/2015,1.998,2.0097,2.2668,2.8682,
5/19/2015,1.9953,2.0367,2.3112,2.9457,
5/20/2015,1.9973,2.0417,2.3207,2.9688,
5/21/2015,1.9993,2.0087,2.281,2.9418,
5/22/2015,2.0008,2.004,2.2733,2.9167,
5/25/2015,2.008,2.0022,2.2705,2.9107,
5/26/2015,2.0002,2.0125,2.28,2.9167,
5/27/2015,2.0076,1.9957,2.2405,2.8393,
5/28/2015,1.9995,1.938,2.1635,2.7775,
5/29/2015,1.993,1.8795,2.103,2.7297,
6/1/2015,1.987,1.863,2.0775,2.7083,
6/2/2015,2.043,1.9277,2.1295,2.741,
6/3/2015,2.0203,2.0092,2.2357,2.8918,
6/4/2015,2.032,2.044,2.327,3.0415,
6/5/2015,2.014,2.0508,2.333,3.0392,
6/9/2015,1.9949,2.0122,2.275,2.9648,
6/10/2015,1.9977,2.0438,2.3177,3.0482,
6/11/2015,2.0203,2.1058,2.3932,3.1488,
6/12/2015,1.9857,2.0515,2.309,3.0162,
6/15/2015,1.9497,2.0345,2.2865,3.0087,
6/16/2015,1.952,2.0095,2.2705,3.0082,
6/17/2015,1.9947,1.9925,2.252,2.9915,
6/18/2015,1.983,1.9017,2.1458,2.8495,
6/19/2015,1.9927,1.8845,2.13,2.8825,
6/22/2015,1.9998,1.9507,2.2027,2.9515,
6/23/2015,2.0209,2.0395,2.3205,3.0642,
6/24/2015,2.0193,2.029,2.307,3.0482,
6/25/2015,2.0192,2.0385,2.321,3.0592,
6/26/2015,2.022,2.045,2.3363,3.0568,
6/29/2015,1.9705,1.9902,2.242,2.9537,
6/30/2015,1.9748,2.0155,2.2857,3.0103,
7/1/2015,1.9612,1.9757,2.2722,3.0115,
7/2/2015,1.9276,2.0195,2.3442,3.11,
7/3/2015,1.9434,1.964,2.2885,3.0698,
7/6/2015,1.934,1.8865,2.1732,2.9327,
7/7/2015,1.959,1.885,2.148,2.9028,
7/8/2015,1.9513,1.8225,2.0252,2.746,
